"site","year","SST"
"NRBW","2016-10-01",0.674713134765625
"MEBB","2016-10-01",0.674713134765625
"MEKB","2016-10-01",0.674713134765625
"MEPA","2016-10-01",0.674713134765625
"SWAIN","2016-10-01",0.53338623046875
"OTIS","2016-11-01",0.78759765625
"CHSWRR","2016-11-01",1.17236328125
"CHSWRG","2016-11-01",1.17236328125
"PSSB","2016-11-01",0.85211181640625
"PSFB","2016-11-01",0.85211181640625
"SYSE","2016-11-01",0.80706787109375
"SYSW","2016-11-01",0.80706787109375
"SYLM","2016-11-01",0.80706787109375
"JBAB","2016-11-01",0.689544677734375
"NRBW","2016-11-01",0.056610107421875
"MEBB","2016-11-01",0.056610107421875
"MEKB","2016-11-01",0.056610107421875
"MEPA","2016-11-01",0.056610107421875
"SWAIN","2016-11-01",0.16058349609375
"OTIS","2016-12-01",0.0262451171875
"CHSWRR","2016-12-01",0.2490234375
"CHSWRG","2016-12-01",0.2490234375
"PSSB","2016-12-01",0.01776123046875
"PSFB","2016-12-01",0.01776123046875
"SYSE","2016-12-01",0.042327880859375
"SYSW","2016-12-01",0.042327880859375
"SYLM","2016-12-01",0.042327880859375
"JBAB","2016-12-01",0.125640869140625
"NRBW","2016-12-01",-0.278564453125
"MEBB","2016-12-01",-0.278564453125
"MEKB","2016-12-01",-0.278564453125
"MEPA","2016-12-01",-0.278564453125
"SWAIN","2016-12-01",-0.422698974609375
"OTIS","2017-01-01",0.605224609375
"CHSWRR","2017-01-01",1.2994384765625
"CHSWRG","2017-01-01",1.2994384765625
"PSSB","2017-01-01",1.264892578125
"PSFB","2017-01-01",1.264892578125
"SYSE","2017-01-01",1.01470947265625
"SYSW","2017-01-01",1.01470947265625
"SYLM","2017-01-01",1.01470947265625
"JBAB","2017-01-01",0.717071533203125
"NRBW","2017-01-01",0.771026611328125
"MEBB","2017-01-01",0.771026611328125
"MEKB","2017-01-01",0.771026611328125
"MEPA","2017-01-01",0.771026611328125
"SWAIN","2017-01-01",0.0626220703125
"OTIS","2017-02-01",-0.0323486328125
"CHSWRR","2017-02-01",-0.447998046875
"CHSWRG","2017-02-01",-0.447998046875
"PSSB","2017-02-01",-0.819671630859375
"PSFB","2017-02-01",-0.819671630859375
"SYSE","2017-02-01",-1.08380126953125
"SYSW","2017-02-01",-1.08380126953125
"SYLM","2017-02-01",-1.08380126953125
"JBAB","2017-02-01",-1.16281127929688
"NRBW","2017-02-01",-1.60943603515625
"MEBB","2017-02-01",-1.60943603515625
"MEKB","2017-02-01",-1.60943603515625
"MEPA","2017-02-01",-1.60943603515625
"SWAIN","2017-02-01",-0.467193603515625
"OTIS","2017-03-01",-1.1162109375
"CHSWRR","2017-03-01",-2.01528930664062
"CHSWRG","2017-03-01",-2.01528930664062
"PSSB","2017-03-01",-2.14163208007812
"PSFB","2017-03-01",-2.14163208007812
"SYSE","2017-03-01",-2.57394409179688
"SYSW","2017-03-01",-2.57394409179688
"SYLM","2017-03-01",-2.57394409179688
"JBAB","2017-03-01",-2.59671020507812
"NRBW","2017-03-01",-2.98651123046875
"MEBB","2017-03-01",-2.98651123046875
"MEKB","2017-03-01",-2.98651123046875
"MEPA","2017-03-01",-2.98651123046875
"SWAIN","2017-03-01",-2.00250244140625
"OTIS","2017-04-01",-2.16683959960938
"CHSWRR","2017-04-01",-3.01312255859375
"CHSWRG","2017-04-01",-3.01312255859375
"PSSB","2017-04-01",-3.202392578125
"PSFB","2017-04-01",-3.202392578125
"SYSE","2017-04-01",-3.58328247070312
"SYSW","2017-04-01",-3.58328247070312
"SYLM","2017-04-01",-3.58328247070312
"JBAB","2017-04-01",-3.7239990234375
"NRBW","2017-04-01",-4.0452880859375
"MEBB","2017-04-01",-4.0452880859375
"MEKB","2017-04-01",-4.0452880859375
"MEPA","2017-04-01",-4.0452880859375
"SWAIN","2017-04-01",-3.17660522460938
"OTIS","2017-05-01",-2.58941650390625
"CHSWRR","2017-05-01",-3.49371337890625
"CHSWRG","2017-05-01",-3.49371337890625
"PSSB","2017-05-01",-3.8302001953125
"PSFB","2017-05-01",-3.8302001953125
"SYSE","2017-05-01",-4.23883056640625
"SYSW","2017-05-01",-4.23883056640625
"SYLM","2017-05-01",-4.23883056640625
"JBAB","2017-05-01",-4.56646728515625
"NRBW","2017-05-01",-4.89028930664062
"MEBB","2017-05-01",-4.89028930664062
"MEKB","2017-05-01",-4.89028930664062
"MEPA","2017-05-01",-4.89028930664062
"SWAIN","2017-05-01",-3.40780639648438
"OTIS","2017-06-01",-2.56875610351562
"CHSWRR","2017-06-01",-3.40982055664062
"CHSWRG","2017-06-01",-3.40982055664062
"PSSB","2017-06-01",-3.89495849609375
"PSFB","2017-06-01",-3.89495849609375
"SYSE","2017-06-01",-4.2674560546875
"SYSW","2017-06-01",-4.2674560546875
"SYLM","2017-06-01",-4.2674560546875
"JBAB","2017-06-01",-4.73342895507812
"NRBW","2017-06-01",-5.120849609375
"MEBB","2017-06-01",-5.120849609375
"MEKB","2017-06-01",-5.120849609375
"MEPA","2017-06-01",-5.120849609375
"SWAIN","2017-06-01",-2.90481567382812
"OTIS","2017-07-01",-2.03729248046875
"CHSWRR","2017-07-01",-2.95758056640625
"CHSWRG","2017-07-01",-2.95758056640625
"PSSB","2017-07-01",-3.64016723632812
"PSFB","2017-07-01",-3.64016723632812
"SYSE","2017-07-01",-3.9881591796875
"SYSW","2017-07-01",-3.9881591796875
"SYLM","2017-07-01",-3.9881591796875
"JBAB","2017-07-01",-4.5118408203125
"NRBW","2017-07-01",-4.90933227539062
"MEBB","2017-07-01",-4.90933227539062
"MEKB","2017-07-01",-4.90933227539062
"MEPA","2017-07-01",-4.90933227539062
"SWAIN","2017-07-01",-1.78363037109375
"OTIS","2017-08-01",-1.23098754882812
"CHSWRR","2017-08-01",-1.69830322265625
"CHSWRG","2017-08-01",-1.69830322265625
"PSSB","2017-08-01",-2.33468627929688
"PSFB","2017-08-01",-2.33468627929688
"SYSE","2017-08-01",-2.68264770507812
"SYSW","2017-08-01",-2.68264770507812
"SYLM","2017-08-01",-2.68264770507812
"JBAB","2017-08-01",-3.3896484375
"NRBW","2017-08-01",-3.74075317382812
"MEBB","2017-08-01",-3.74075317382812
"MEKB","2017-08-01",-3.74075317382812
"MEPA","2017-08-01",-3.74075317382812
"SWAIN","2017-08-01",-1.07687377929688
"OTIS","2017-09-01",-0.5020751953125
"CHSWRR","2017-09-01",-0.54876708984375
"CHSWRG","2017-09-01",-0.54876708984375
"PSSB","2017-09-01",-1.32699584960938
"PSFB","2017-09-01",-1.32699584960938
"SYSE","2017-09-01",-1.59234619140625
"SYSW","2017-09-01",-1.59234619140625
"SYLM","2017-09-01",-1.59234619140625
"JBAB","2017-09-01",-2.10488891601562
"NRBW","2017-09-01",-2.29669189453125
"MEBB","2017-09-01",-2.29669189453125
"MEKB","2017-09-01",-2.29669189453125
"MEPA","2017-09-01",-2.29669189453125
"SWAIN","2017-09-01",-0.527313232421875
"OTIS","2017-10-01",1.429931640625
"CHSWRR","2017-10-01",1.77099609375
"CHSWRG","2017-10-01",1.77099609375
"PSSB","2017-10-01",1.53549194335938
"PSFB","2017-10-01",1.53549194335938
"SYSE","2017-10-01",1.28616333007812
"SYSW","2017-10-01",1.28616333007812
"SYLM","2017-10-01",1.28616333007812
"JBAB","2017-10-01",1.228759765625
"NRBW","2017-10-01",1.22064208984375
"MEBB","2017-10-01",1.22064208984375
"MEKB","2017-10-01",1.22064208984375
"MEPA","2017-10-01",1.22064208984375
"SWAIN","2017-10-01",0.734222412109375
"OTIS","2017-11-01",1.49526977539062
"CHSWRR","2017-11-01",1.48748779296875
"CHSWRG","2017-11-01",1.48748779296875
"PSSB","2017-11-01",0.72735595703125
"PSFB","2017-11-01",0.72735595703125
"SYSE","2017-11-01",0.700347900390625
"SYSW","2017-11-01",0.700347900390625
"SYLM","2017-11-01",0.700347900390625
"JBAB","2017-11-01",0.819000244140625
"NRBW","2017-11-01",0.5107421875
"MEBB","2017-11-01",0.5107421875
"MEKB","2017-11-01",0.5107421875
"MEPA","2017-11-01",0.5107421875
"SWAIN","2017-11-01",0.779937744140625
"OTIS","2017-12-01",0.948638916015625
"CHSWRR","2017-12-01",0.89697265625
"CHSWRG","2017-12-01",0.89697265625
"PSSB","2017-12-01",0.236236572265625
"PSFB","2017-12-01",0.236236572265625
"SYSE","2017-12-01",0.188446044921875
"SYSW","2017-12-01",0.188446044921875
"SYLM","2017-12-01",0.188446044921875
"JBAB","2017-12-01",0.026702880859375
"NRBW","2017-12-01",-0.461761474609375
"MEBB","2017-12-01",-0.461761474609375
"MEKB","2017-12-01",-0.461761474609375
"MEPA","2017-12-01",-0.461761474609375
"SWAIN","2017-12-01",0.491485595703125
"OTIS","2018-01-01",0.7392578125
"CHSWRR","2018-01-01",0.905517578125
"CHSWRG","2018-01-01",0.905517578125
"PSSB","2018-01-01",0.16473388671875
"PSFB","2018-01-01",0.16473388671875
"SYSE","2018-01-01",0.048248291015625
"SYSW","2018-01-01",0.048248291015625
"SYLM","2018-01-01",0.048248291015625
"JBAB","2018-01-01",-0.495880126953125
"NRBW","2018-01-01",-0.60491943359375
"MEBB","2018-01-01",-0.60491943359375
"MEKB","2018-01-01",-0.60491943359375
"MEPA","2018-01-01",-0.60491943359375
"SWAIN","2018-01-01",0.627349853515625
"OTIS","2018-02-01",-0.367462158203125
"CHSWRR","2018-02-01",-1.31869506835938
"CHSWRG","2018-02-01",-1.31869506835938
"PSSB","2018-02-01",-1.659423828125
"PSFB","2018-02-01",-1.659423828125
"SYSE","2018-02-01",-2.08334350585938
"SYSW","2018-02-01",-2.08334350585938
"SYLM","2018-02-01",-2.08334350585938
"JBAB","2018-02-01",-2.34335327148438
"NRBW","2018-02-01",-2.68484497070312
"MEBB","2018-02-01",-2.68484497070312
"MEKB","2018-02-01",-2.68484497070312
"MEPA","2018-02-01",-2.68484497070312
"SWAIN","2018-02-01",-0.74896240234375
"OTIS","2018-03-01",-1.45077514648438
"CHSWRR","2018-03-01",-2.41888427734375
"CHSWRG","2018-03-01",-2.41888427734375
"PSSB","2018-03-01",-2.77676391601562
"PSFB","2018-03-01",-2.77676391601562
"SYSE","2018-03-01",-3.220947265625
"SYSW","2018-03-01",-3.220947265625
"SYLM","2018-03-01",-3.220947265625
"JBAB","2018-03-01",-3.51687622070312
"NRBW","2018-03-01",-4.02761840820312
"MEBB","2018-03-01",-4.02761840820312
"MEKB","2018-03-01",-4.02761840820312
"MEPA","2018-03-01",-4.02761840820312
"SWAIN","2018-03-01",-1.95343017578125
"OTIS","2018-04-01",-2.21749877929688
"CHSWRR","2018-04-01",-3.01739501953125
"CHSWRG","2018-04-01",-3.01739501953125
"PSSB","2018-04-01",-3.57769775390625
"PSFB","2018-04-01",-3.57769775390625
"SYSE","2018-04-01",-4.08648681640625
"SYSW","2018-04-01",-4.08648681640625
"SYLM","2018-04-01",-4.08648681640625
"JBAB","2018-04-01",-4.45541381835938
"NRBW","2018-04-01",-4.92221069335938
"MEBB","2018-04-01",-4.92221069335938
"MEKB","2018-04-01",-4.92221069335938
"MEPA","2018-04-01",-4.92221069335938
"SWAIN","2018-04-01",-2.87564086914062
"OTIS","2018-05-01",-2.78695678710938
"CHSWRR","2018-05-01",-3.51089477539062
"CHSWRG","2018-05-01",-3.51089477539062
"PSSB","2018-05-01",-4.20864868164062
"PSFB","2018-05-01",-4.20864868164062
"SYSE","2018-05-01",-4.64181518554688
"SYSW","2018-05-01",-4.64181518554688
"SYLM","2018-05-01",-4.64181518554688
"JBAB","2018-05-01",-5.19418334960938
"NRBW","2018-05-01",-5.6474609375
"MEBB","2018-05-01",-5.6474609375
"MEKB","2018-05-01",-5.6474609375
"MEPA","2018-05-01",-5.6474609375
"SWAIN","2018-05-01",-3.35791015625
"OTIS","2018-06-01",-2.71829223632812
"CHSWRR","2018-06-01",-3.46047973632812
"CHSWRG","2018-06-01",-3.46047973632812
"PSSB","2018-06-01",-4.07730102539062
"PSFB","2018-06-01",-4.07730102539062
"SYSE","2018-06-01",-4.5887451171875
"SYSW","2018-06-01",-4.5887451171875
"SYLM","2018-06-01",-4.5887451171875
"JBAB","2018-06-01",-5.27780151367188
"NRBW","2018-06-01",-5.712646484375
"MEBB","2018-06-01",-5.712646484375
"MEKB","2018-06-01",-5.712646484375
"MEPA","2018-06-01",-5.712646484375
"SWAIN","2018-06-01",-3.217041015625
"OTIS","2018-07-01",-2.43240356445312
"CHSWRR","2018-07-01",-2.85440063476562
"CHSWRG","2018-07-01",-2.85440063476562
"PSSB","2018-07-01",-3.42636108398438
"PSFB","2018-07-01",-3.42636108398438
"SYSE","2018-07-01",-3.78173828125
"SYSW","2018-07-01",-3.78173828125
"SYLM","2018-07-01",-3.78173828125
"JBAB","2018-07-01",-4.615234375
"NRBW","2018-07-01",-4.91168212890625
"MEBB","2018-07-01",-4.91168212890625
"MEKB","2018-07-01",-4.91168212890625
"MEPA","2018-07-01",-4.91168212890625
"SWAIN","2018-07-01",-2.76998901367188
"OTIS","2018-08-01",-1.61224365234375
"CHSWRR","2018-08-01",-1.53952026367188
"CHSWRG","2018-08-01",-1.53952026367188
"PSSB","2018-08-01",-2.3477783203125
"PSFB","2018-08-01",-2.3477783203125
"SYSE","2018-08-01",-2.65496826171875
"SYSW","2018-08-01",-2.65496826171875
"SYLM","2018-08-01",-2.65496826171875
"JBAB","2018-08-01",-3.2786865234375
"NRBW","2018-08-01",-3.443359375
"MEBB","2018-08-01",-3.443359375
"MEKB","2018-08-01",-3.443359375
"MEPA","2018-08-01",-3.443359375
"SWAIN","2018-08-01",-1.821044921875
"OTIS","2018-09-01",-0.375274658203125
"CHSWRR","2018-09-01",0.240020751953125
"CHSWRG","2018-09-01",0.240020751953125
"PSSB","2018-09-01",-0.719085693359375
"PSFB","2018-09-01",-0.719085693359375
"SYSE","2018-09-01",-1.02066040039062
"SYSW","2018-09-01",-1.02066040039062
"SYLM","2018-09-01",-1.02066040039062
"JBAB","2018-09-01",-1.55709838867188
"NRBW","2018-09-01",-1.746826171875
"MEBB","2018-09-01",-1.746826171875
"MEKB","2018-09-01",-1.746826171875
"MEPA","2018-09-01",-1.746826171875
"SWAIN","2018-09-01",-0.530303955078125
"OTIS","2018-10-01",1.24923706054688
"CHSWRR","2018-10-01",1.44332885742188
"CHSWRG","2018-10-01",1.44332885742188
"PSSB","2018-10-01",0.9320068359375
"PSFB","2018-10-01",0.9320068359375
"SYSE","2018-10-01",0.840667724609375
"SYSW","2018-10-01",0.840667724609375
"SYLM","2018-10-01",0.840667724609375
"JBAB","2018-10-01",0.480255126953125
"NRBW","2018-10-01",0.308074951171875
"MEBB","2018-10-01",0.308074951171875
"MEKB","2018-10-01",0.308074951171875
"MEPA","2018-10-01",0.308074951171875
"SWAIN","2018-10-01",0.731597900390625
"OTIS","2018-11-01",1.0496826171875
"CHSWRR","2018-11-01",0.7613525390625
"CHSWRG","2018-11-01",0.7613525390625
"PSSB","2018-11-01",0.116729736328125
"PSFB","2018-11-01",0.116729736328125
"SYSE","2018-11-01",0.20849609375
"SYSW","2018-11-01",0.20849609375
"SYLM","2018-11-01",0.20849609375
"JBAB","2018-11-01",0.245025634765625
"NRBW","2018-11-01",-0.170745849609375
"MEBB","2018-11-01",-0.170745849609375
"MEKB","2018-11-01",-0.170745849609375
"MEPA","2018-11-01",-0.170745849609375
"SWAIN","2018-11-01",0.5672607421875
"OTIS","2018-12-01",0.6229248046875
"CHSWRR","2018-12-01",0.2479248046875
"CHSWRG","2018-12-01",0.2479248046875
"PSSB","2018-12-01",-0.26947021484375
"PSFB","2018-12-01",-0.26947021484375
"SYSE","2018-12-01",-0.3021240234375
"SYSW","2018-12-01",-0.3021240234375
"SYLM","2018-12-01",-0.3021240234375
"JBAB","2018-12-01",-0.44793701171875
"NRBW","2018-12-01",-0.828277587890625
"MEBB","2018-12-01",-0.828277587890625
"MEKB","2018-12-01",-0.828277587890625
"MEPA","2018-12-01",-0.828277587890625
"SWAIN","2018-12-01",0.20489501953125
"OTIS","2019-01-01",0.6104736328125
"CHSWRR","2019-01-01",1.19979858398438
"CHSWRG","2019-01-01",1.19979858398438
"PSSB","2019-01-01",0.4608154296875
"PSFB","2019-01-01",0.4608154296875
"SYSE","2019-01-01",0.20013427734375
"SYSW","2019-01-01",0.20013427734375
"SYLM","2019-01-01",0.20013427734375
"JBAB","2019-01-01",-0.330322265625
"NRBW","2019-01-01",0.1771240234375
"MEBB","2019-01-01",0.1771240234375
"MEKB","2019-01-01",0.1771240234375
"MEPA","2019-01-01",0.1771240234375
"SWAIN","2019-01-01",0.154052734375
"OTIS","2019-02-01",-0.087738037109375
"CHSWRR","2019-02-01",-0.402740478515625
"CHSWRG","2019-02-01",-0.402740478515625
"PSSB","2019-02-01",-0.93218994140625
"PSFB","2019-02-01",-0.93218994140625
"SYSE","2019-02-01",-1.01626586914062
"SYSW","2019-02-01",-1.01626586914062
"SYLM","2019-02-01",-1.01626586914062
"JBAB","2019-02-01",-1.22396850585938
"NRBW","2019-02-01",-2.0052490234375
"MEBB","2019-02-01",-2.0052490234375
"MEKB","2019-02-01",-2.0052490234375
"MEPA","2019-02-01",-2.0052490234375
"SWAIN","2019-02-01",-0.9052734375
"OTIS","2019-03-01",-1.08255004882812
"CHSWRR","2019-03-01",-1.84689331054688
"CHSWRG","2019-03-01",-1.84689331054688
"PSSB","2019-03-01",-2.0035400390625
"PSFB","2019-03-01",-2.0035400390625
"SYSE","2019-03-01",-2.42486572265625
"SYSW","2019-03-01",-2.42486572265625
"SYLM","2019-03-01",-2.42486572265625
"JBAB","2019-03-01",-2.6923828125
"NRBW","2019-03-01",-3.42074584960938
"MEBB","2019-03-01",-3.42074584960938
"MEKB","2019-03-01",-3.42074584960938
"MEPA","2019-03-01",-3.42074584960938
"SWAIN","2019-03-01",-2.11007690429688
"OTIS","2019-04-01",-1.89114379882812
"CHSWRR","2019-04-01",-2.87429809570312
"CHSWRG","2019-04-01",-2.87429809570312
"PSSB","2019-04-01",-3.14413452148438
"PSFB","2019-04-01",-3.14413452148438
"SYSE","2019-04-01",-3.61752319335938
"SYSW","2019-04-01",-3.61752319335938
"SYLM","2019-04-01",-3.61752319335938
"JBAB","2019-04-01",-4.02609252929688
"NRBW","2019-04-01",-4.67950439453125
"MEBB","2019-04-01",-4.67950439453125
"MEKB","2019-04-01",-4.67950439453125
"MEPA","2019-04-01",-4.67950439453125
"SWAIN","2019-04-01",-3.09860229492188
"OTIS","2019-05-01",-2.588623046875
"CHSWRR","2019-05-01",-3.93655395507812
"CHSWRG","2019-05-01",-3.93655395507812
"PSSB","2019-05-01",-4.37338256835938
"PSFB","2019-05-01",-4.37338256835938
"SYSE","2019-05-01",-4.86788940429688
"SYSW","2019-05-01",-4.86788940429688
"SYLM","2019-05-01",-4.86788940429688
"JBAB","2019-05-01",-5.11837768554688
"NRBW","2019-05-01",-5.63623046875
"MEBB","2019-05-01",-5.63623046875
"MEKB","2019-05-01",-5.63623046875
"MEPA","2019-05-01",-5.63623046875
"SWAIN","2019-05-01",-3.53433227539062
"OTIS","2019-06-01",-2.83560180664062
"CHSWRR","2019-06-01",-3.92361450195312
"CHSWRG","2019-06-01",-3.92361450195312
"PSSB","2019-06-01",-4.45538330078125
"PSFB","2019-06-01",-4.45538330078125
"SYSE","2019-06-01",-4.88278198242188
"SYSW","2019-06-01",-4.88278198242188
"SYLM","2019-06-01",-4.88278198242188
"JBAB","2019-06-01",-5.31756591796875
"NRBW","2019-06-01",-5.7952880859375
"MEBB","2019-06-01",-5.7952880859375
"MEKB","2019-06-01",-5.7952880859375
"MEPA","2019-06-01",-5.7952880859375
"SWAIN","2019-06-01",-3.59750366210938
"OTIS","2019-07-01",-2.54684448242188
"CHSWRR","2019-07-01",-3.01498413085938
"CHSWRG","2019-07-01",-3.01498413085938
"PSSB","2019-07-01",-3.525634765625
"PSFB","2019-07-01",-3.525634765625
"SYSE","2019-07-01",-3.90478515625
"SYSW","2019-07-01",-3.90478515625
"SYLM","2019-07-01",-3.90478515625
"JBAB","2019-07-01",-4.51544189453125
"NRBW","2019-07-01",-4.86505126953125
"MEBB","2019-07-01",-4.86505126953125
"MEKB","2019-07-01",-4.86505126953125
"MEPA","2019-07-01",-4.86505126953125
"SWAIN","2019-07-01",-3.21728515625
"OTIS","2019-08-01",-1.87750244140625
"CHSWRR","2019-08-01",-1.95401000976562
"CHSWRG","2019-08-01",-1.95401000976562
"PSSB","2019-08-01",-2.36257934570312
"PSFB","2019-08-01",-2.36257934570312
"SYSE","2019-08-01",-2.829345703125
"SYSW","2019-08-01",-2.829345703125
"SYLM","2019-08-01",-2.829345703125
"JBAB","2019-08-01",-3.44647216796875
"NRBW","2019-08-01",-3.92303466796875
"MEBB","2019-08-01",-3.92303466796875
"MEKB","2019-08-01",-3.92303466796875
"MEPA","2019-08-01",-3.92303466796875
"SWAIN","2019-08-01",-2.28787231445312
"OTIS","2019-09-01",-1.11959838867188
"CHSWRR","2019-09-01",-1.06784057617188
"CHSWRG","2019-09-01",-1.06784057617188
"PSSB","2019-09-01",-1.56155395507812
"PSFB","2019-09-01",-1.56155395507812
"SYSE","2019-09-01",-1.90756225585938
"SYSW","2019-09-01",-1.90756225585938
"SYLM","2019-09-01",-1.90756225585938
"JBAB","2019-09-01",-2.64373779296875
"NRBW","2019-09-01",-2.9620361328125
"MEBB","2019-09-01",-2.9620361328125
"MEKB","2019-09-01",-2.9620361328125
"MEPA","2019-09-01",-2.9620361328125
"SWAIN","2019-09-01",-1.44058227539062
"OTIS","2019-10-01",1.106689453125
"CHSWRR","2019-10-01",1.364990234375
"CHSWRG","2019-10-01",1.364990234375
"PSSB","2019-10-01",0.9434814453125
"PSFB","2019-10-01",0.9434814453125
"SYSE","2019-10-01",0.80999755859375
"SYSW","2019-10-01",0.80999755859375
"SYLM","2019-10-01",0.80999755859375
"JBAB","2019-10-01",0.5447998046875
"NRBW","2019-10-01",0.73651123046875
"MEBB","2019-10-01",0.73651123046875
"MEKB","2019-10-01",0.73651123046875
"MEPA","2019-10-01",0.73651123046875
"SWAIN","2019-10-01",0.621337890625
"OTIS","2019-11-01",1.22891235351562
"CHSWRR","2019-11-01",0.9566650390625
"CHSWRG","2019-11-01",0.9566650390625
"PSSB","2019-11-01",0.014434814453125
"PSFB","2019-11-01",0.014434814453125
"SYSE","2019-11-01",0.0350341796875
"SYSW","2019-11-01",0.0350341796875
"SYLM","2019-11-01",0.0350341796875
"JBAB","2019-11-01",-0.110626220703125
"NRBW","2019-11-01",-0.1065673828125
"MEBB","2019-11-01",-0.1065673828125
"MEKB","2019-11-01",-0.1065673828125
"MEPA","2019-11-01",-0.1065673828125
"SWAIN","2019-11-01",0.68939208984375
"OTIS","2019-12-01",0.750335693359375
"CHSWRR","2019-12-01",0.5428466796875
"CHSWRG","2019-12-01",0.5428466796875
"PSSB","2019-12-01",-0.40240478515625
"PSFB","2019-12-01",-0.40240478515625
