"site","time","SST"
"JBAB","2050-11-01",1.55191040039062
"NRBW","2050-11-01",1.8536376953125
"MEBB","2050-11-01",1.8536376953125
"MEKB","2050-11-01",1.8536376953125
"MEPA","2050-11-01",1.8536376953125
"SWAIN","2050-11-01",1.5780029296875
"OTIS","2050-12-01",1.20181274414062
"CHSWRR","2050-12-01",0.58154296875
"CHSWRG","2050-12-01",0.58154296875
"PSSB","2050-12-01",0.43316650390625
"PSFB","2050-12-01",0.43316650390625
"SYSE","2050-12-01",0.628875732421875
"SYSW","2050-12-01",0.628875732421875
"SYLM","2050-12-01",0.628875732421875
"JBAB","2050-12-01",0.954681396484375
"NRBW","2050-12-01",0.986541748046875
"MEBB","2050-12-01",0.986541748046875
"MEKB","2050-12-01",0.986541748046875
"MEPA","2050-12-01",0.986541748046875
"SWAIN","2050-12-01",1.11532592773438
"OTIS","2051-01-01",1.08917236328125
"CHSWRR","2051-01-01",1.24539184570312
"CHSWRG","2051-01-01",1.24539184570312
"PSSB","2051-01-01",1.53070068359375
"PSFB","2051-01-01",1.53070068359375
"SYSE","2051-01-01",1.37692260742188
"SYSW","2051-01-01",1.37692260742188
"SYLM","2051-01-01",1.37692260742188
"JBAB","2051-01-01",1.32354736328125
"NRBW","2051-01-01",1.5191650390625
"MEBB","2051-01-01",1.5191650390625
"MEKB","2051-01-01",1.5191650390625
"MEPA","2051-01-01",1.5191650390625
"SWAIN","2051-01-01",0.857757568359375
"OTIS","2051-02-01",0.1976318359375
"CHSWRR","2051-02-01",-0.624237060546875
"CHSWRG","2051-02-01",-0.624237060546875
"PSSB","2051-02-01",-0.47247314453125
"PSFB","2051-02-01",-0.47247314453125
"SYSE","2051-02-01",-0.647430419921875
"SYSW","2051-02-01",-0.647430419921875
"SYLM","2051-02-01",-0.647430419921875
"JBAB","2051-02-01",-0.5858154296875
"NRBW","2051-02-01",-0.768218994140625
"MEBB","2051-02-01",-0.768218994140625
"MEKB","2051-02-01",-0.768218994140625
"MEPA","2051-02-01",-0.768218994140625
"SWAIN","2051-02-01",-0.784820556640625
"OTIS","2051-03-01",-0.75836181640625
"CHSWRR","2051-03-01",-1.92208862304688
"CHSWRG","2051-03-01",-1.92208862304688
"PSSB","2051-03-01",-1.65155029296875
"PSFB","2051-03-01",-1.65155029296875
"SYSE","2051-03-01",-1.7880859375
"SYSW","2051-03-01",-1.7880859375
"SYLM","2051-03-01",-1.7880859375
"JBAB","2051-03-01",-1.67758178710938
"NRBW","2051-03-01",-1.91403198242188
"MEBB","2051-03-01",-1.91403198242188
"MEKB","2051-03-01",-1.91403198242188
"MEPA","2051-03-01",-1.91403198242188
"SWAIN","2051-03-01",-1.83639526367188
"OTIS","2051-04-01",-1.43441772460938
"CHSWRR","2051-04-01",-2.603515625
"CHSWRG","2051-04-01",-2.603515625
"PSSB","2051-04-01",-2.52432250976562
"PSFB","2051-04-01",-2.52432250976562
"SYSE","2051-04-01",-2.58218383789062
"SYSW","2051-04-01",-2.58218383789062
"SYLM","2051-04-01",-2.58218383789062
"JBAB","2051-04-01",-2.57131958007812
"NRBW","2051-04-01",-2.88931274414062
"MEBB","2051-04-01",-2.88931274414062
"MEKB","2051-04-01",-2.88931274414062
"MEPA","2051-04-01",-2.88931274414062
"SWAIN","2051-04-01",-2.4063720703125
"OTIS","2051-05-01",-1.80828857421875
"CHSWRR","2051-05-01",-3.06521606445312
"CHSWRG","2051-05-01",-3.06521606445312
"PSSB","2051-05-01",-3.00155639648438
"PSFB","2051-05-01",-3.00155639648438
"SYSE","2051-05-01",-3.0706787109375
"SYSW","2051-05-01",-3.0706787109375
"SYLM","2051-05-01",-3.0706787109375
"JBAB","2051-05-01",-3.12515258789062
"NRBW","2051-05-01",-3.46539306640625
"MEBB","2051-05-01",-3.46539306640625
"MEKB","2051-05-01",-3.46539306640625
"MEPA","2051-05-01",-3.46539306640625
"SWAIN","2051-05-01",-2.58984375
"OTIS","2051-06-01",-2.00888061523438
"CHSWRR","2051-06-01",-3.45706176757812
"CHSWRG","2051-06-01",-3.45706176757812
"PSSB","2051-06-01",-3.31069946289062
"PSFB","2051-06-01",-3.31069946289062
"SYSE","2051-06-01",-3.46859741210938
"SYSW","2051-06-01",-3.46859741210938
"SYLM","2051-06-01",-3.46859741210938
"JBAB","2051-06-01",-3.46371459960938
"NRBW","2051-06-01",-3.79031372070312
"MEBB","2051-06-01",-3.79031372070312
"MEKB","2051-06-01",-3.79031372070312
"MEPA","2051-06-01",-3.79031372070312
"SWAIN","2051-06-01",-2.54672241210938
"OTIS","2051-07-01",-1.48321533203125
"CHSWRR","2051-07-01",-2.46173095703125
"CHSWRG","2051-07-01",-2.46173095703125
"PSSB","2051-07-01",-2.49676513671875
"PSFB","2051-07-01",-2.49676513671875
"SYSE","2051-07-01",-2.7613525390625
"SYSW","2051-07-01",-2.7613525390625
"SYLM","2051-07-01",-2.7613525390625
"JBAB","2051-07-01",-3.05105590820312
"NRBW","2051-07-01",-3.25250244140625
"MEBB","2051-07-01",-3.25250244140625
"MEKB","2051-07-01",-3.25250244140625
"MEPA","2051-07-01",-3.25250244140625
"SWAIN","2051-07-01",-1.76290893554688
"OTIS","2051-08-01",-0.56622314453125
"CHSWRR","2051-08-01",-1.15716552734375
"CHSWRG","2051-08-01",-1.15716552734375
"PSSB","2051-08-01",-1.28558349609375
"PSFB","2051-08-01",-1.28558349609375
"SYSE","2051-08-01",-1.56423950195312
"SYSW","2051-08-01",-1.56423950195312
"SYLM","2051-08-01",-1.56423950195312
"JBAB","2051-08-01",-1.85000610351562
"NRBW","2051-08-01",-1.86166381835938
"MEBB","2051-08-01",-1.86166381835938
"MEKB","2051-08-01",-1.86166381835938
"MEPA","2051-08-01",-1.86166381835938
"SWAIN","2051-08-01",-0.690093994140625
"OTIS","2051-09-01",0.251373291015625
"CHSWRR","2051-09-01",-0.05755615234375
"CHSWRG","2051-09-01",-0.05755615234375
"PSSB","2051-09-01",-0.170867919921875
"PSFB","2051-09-01",-0.170867919921875
"SYSE","2051-09-01",-0.272064208984375
"SYSW","2051-09-01",-0.272064208984375
"SYLM","2051-09-01",-0.272064208984375
"JBAB","2051-09-01",-0.41802978515625
"NRBW","2051-09-01",0.004302978515625
"MEBB","2051-09-01",0.004302978515625
"MEKB","2051-09-01",0.004302978515625
"MEPA","2051-09-01",0.004302978515625
"SWAIN","2051-09-01",-0.115814208984375
"OTIS","2051-10-01",1.82272338867188
"CHSWRR","2051-10-01",1.630615234375
"CHSWRG","2051-10-01",1.630615234375
"PSSB","2051-10-01",1.56625366210938
"PSFB","2051-10-01",1.56625366210938
"SYSE","2051-10-01",1.49557495117188
"SYSW","2051-10-01",1.49557495117188
"SYLM","2051-10-01",1.49557495117188
"JBAB","2051-10-01",1.8201904296875
"NRBW","2051-10-01",2.48046875
"MEBB","2051-10-01",2.48046875
"MEKB","2051-10-01",2.48046875
"MEPA","2051-10-01",2.48046875
"SWAIN","2051-10-01",1.23263549804688
"OTIS","2051-11-01",1.84185791015625
"CHSWRR","2051-11-01",1.63095092773438
"CHSWRG","2051-11-01",1.63095092773438
"PSSB","2051-11-01",1.34628295898438
"PSFB","2051-11-01",1.34628295898438
"SYSE","2051-11-01",1.48147583007812
"SYSW","2051-11-01",1.48147583007812
"SYLM","2051-11-01",1.48147583007812
"JBAB","2051-11-01",1.84283447265625
"NRBW","2051-11-01",2.17916870117188
"MEBB","2051-11-01",2.17916870117188
"MEKB","2051-11-01",2.17916870117188
"MEPA","2051-11-01",2.17916870117188
"SWAIN","2051-11-01",1.488037109375
"OTIS","2051-12-01",1.09423828125
"CHSWRR","2051-12-01",0.4215087890625
"CHSWRG","2051-12-01",0.4215087890625
"PSSB","2051-12-01",0.124664306640625
"PSFB","2051-12-01",0.124664306640625
"SYSE","2051-12-01",0.103851318359375
"SYSW","2051-12-01",0.103851318359375
"SYLM","2051-12-01",0.103851318359375
"JBAB","2051-12-01",0.502777099609375
"NRBW","2051-12-01",0.477142333984375
"MEBB","2051-12-01",0.477142333984375
"MEKB","2051-12-01",0.477142333984375
"MEPA","2051-12-01",0.477142333984375
"SWAIN","2051-12-01",0.718505859375
"OTIS","2052-01-01",1.18331909179688
"CHSWRR","2052-01-01",1.03350830078125
"CHSWRG","2052-01-01",1.03350830078125
"PSSB","2052-01-01",1.14291381835938
"PSFB","2052-01-01",1.14291381835938
"SYSE","2052-01-01",1.04025268554688
"SYSW","2052-01-01",1.04025268554688
"SYLM","2052-01-01",1.04025268554688
"JBAB","2052-01-01",1.36721801757812
"NRBW","2052-01-01",1.84185791015625
"MEBB","2052-01-01",1.84185791015625
"MEKB","2052-01-01",1.84185791015625
"MEPA","2052-01-01",1.84185791015625
"SWAIN","2052-01-01",0.79095458984375
"OTIS","2052-02-01",0.334991455078125
"CHSWRR","2052-02-01",-0.455047607421875
"CHSWRG","2052-02-01",-0.455047607421875
"PSSB","2052-02-01",-0.259185791015625
"PSFB","2052-02-01",-0.259185791015625
"SYSE","2052-02-01",-0.506744384765625
"SYSW","2052-02-01",-0.506744384765625
"SYLM","2052-02-01",-0.506744384765625
"JBAB","2052-02-01",-0.323577880859375
"NRBW","2052-02-01",-0.65802001953125
"MEBB","2052-02-01",-0.65802001953125
"MEKB","2052-02-01",-0.65802001953125
"MEPA","2052-02-01",-0.65802001953125
"SWAIN","2052-02-01",-0.62237548828125
"OTIS","2052-03-01",-0.80584716796875
"CHSWRR","2052-03-01",-1.88784790039062
"CHSWRG","2052-03-01",-1.88784790039062
"PSSB","2052-03-01",-1.61630249023438
"PSFB","2052-03-01",-1.61630249023438
"SYSE","2052-03-01",-1.75991821289062
"SYSW","2052-03-01",-1.75991821289062
"SYLM","2052-03-01",-1.75991821289062
"JBAB","2052-03-01",-1.47512817382812
"NRBW","2052-03-01",-1.68698120117188
"MEBB","2052-03-01",-1.68698120117188
"MEKB","2052-03-01",-1.68698120117188
"MEPA","2052-03-01",-1.68698120117188
"SWAIN","2052-03-01",-1.77603149414062
"OTIS","2052-04-01",-1.77963256835938
"CHSWRR","2052-04-01",-2.87161254882812
"CHSWRG","2052-04-01",-2.87161254882812
"PSSB","2052-04-01",-2.61651611328125
"PSFB","2052-04-01",-2.61651611328125
"SYSE","2052-04-01",-2.66729736328125
"SYSW","2052-04-01",-2.66729736328125
"SYLM","2052-04-01",-2.66729736328125
"JBAB","2052-04-01",-2.33157348632812
"NRBW","2052-04-01",-2.5146484375
"MEBB","2052-04-01",-2.5146484375
"MEKB","2052-04-01",-2.5146484375
"MEPA","2052-04-01",-2.5146484375
"SWAIN","2052-04-01",-2.56060791015625
"OTIS","2052-05-01",-2.48193359375
"CHSWRR","2052-05-01",-3.56072998046875
"CHSWRG","2052-05-01",-3.56072998046875
"PSSB","2052-05-01",-3.38790893554688
"PSFB","2052-05-01",-3.38790893554688
"SYSE","2052-05-01",-3.44781494140625
"SYSW","2052-05-01",-3.44781494140625
"SYLM","2052-05-01",-3.44781494140625
"JBAB","2052-05-01",-3.11358642578125
"NRBW","2052-05-01",-3.2718505859375
"MEBB","2052-05-01",-3.2718505859375
"MEKB","2052-05-01",-3.2718505859375
"MEPA","2052-05-01",-3.2718505859375
"SWAIN","2052-05-01",-2.65866088867188
"OTIS","2052-06-01",-2.36831665039062
"CHSWRR","2052-06-01",-2.833251953125
"CHSWRG","2052-06-01",-2.833251953125
"PSSB","2052-06-01",-2.83798217773438
"PSFB","2052-06-01",-2.83798217773438
"SYSE","2052-06-01",-2.96356201171875
"SYSW","2052-06-01",-2.96356201171875
"SYLM","2052-06-01",-2.96356201171875
"JBAB","2052-06-01",-3.034912109375
"NRBW","2052-06-01",-3.21395874023438
"MEBB","2052-06-01",-3.21395874023438
"MEKB","2052-06-01",-3.21395874023438
"MEPA","2052-06-01",-3.21395874023438
"SWAIN","2052-06-01",-2.32931518554688
"OTIS","2052-07-01",-1.62509155273438
"CHSWRR","2052-07-01",-1.72732543945312
"CHSWRG","2052-07-01",-1.72732543945312
"PSSB","2052-07-01",-1.41567993164062
"PSFB","2052-07-01",-1.41567993164062
"SYSE","2052-07-01",-1.68795776367188
"SYSW","2052-07-01",-1.68795776367188
"SYLM","2052-07-01",-1.68795776367188
"JBAB","2052-07-01",-2.23480224609375
"NRBW","2052-07-01",-2.4564208984375
"MEBB","2052-07-01",-2.4564208984375
"MEKB","2052-07-01",-2.4564208984375
"MEPA","2052-07-01",-2.4564208984375
"SWAIN","2052-07-01",-1.46026611328125
"OTIS","2052-08-01",-0.566314697265625
"CHSWRR","2052-08-01",-0.710296630859375
"CHSWRG","2052-08-01",-0.710296630859375
"PSSB","2052-08-01",-0.520782470703125
"PSFB","2052-08-01",-0.520782470703125
"SYSE","2052-08-01",-0.738677978515625
"SYSW","2052-08-01",-0.738677978515625
"SYLM","2052-08-01",-0.738677978515625
"JBAB","2052-08-01",-1.10281372070312
"NRBW","2052-08-01",-1.21630859375
"MEBB","2052-08-01",-1.21630859375
"MEKB","2052-08-01",-1.21630859375
"MEPA","2052-08-01",-1.21630859375
"SWAIN","2052-08-01",-0.2091064453125
"OTIS","2052-09-01",0.661956787109375
"CHSWRR","2052-09-01",0.4798583984375
"CHSWRG","2052-09-01",0.4798583984375
"PSSB","2052-09-01",0.469512939453125
"PSFB","2052-09-01",0.469512939453125
"SYSE","2052-09-01",0.332489013671875
"SYSW","2052-09-01",0.332489013671875
"SYLM","2052-09-01",0.332489013671875
"JBAB","2052-09-01",0.275543212890625
"NRBW","2052-09-01",0.399688720703125
"MEBB","2052-09-01",0.399688720703125
"MEKB","2052-09-01",0.399688720703125
"MEPA","2052-09-01",0.399688720703125
"SWAIN","2052-09-01",0.896392822265625
"OTIS","2052-10-01",1.6888427734375
"CHSWRR","2052-10-01",1.5516357421875
"CHSWRG","2052-10-01",1.5516357421875
"PSSB","2052-10-01",1.366455078125
"PSFB","2052-10-01",1.366455078125
"SYSE","2052-10-01",1.37747192382812
"SYSW","2052-10-01",1.37747192382812
"SYLM","2052-10-01",1.37747192382812
"JBAB","2052-10-01",1.71432495117188
"NRBW","2052-10-01",2.37841796875
"MEBB","2052-10-01",2.37841796875
"MEKB","2052-10-01",2.37841796875
"MEPA","2052-10-01",2.37841796875
"SWAIN","2052-10-01",1.25592041015625
"OTIS","2052-11-01",1.587890625
"CHSWRR","2052-11-01",1.28082275390625
"CHSWRG","2052-11-01",1.28082275390625
"PSSB","2052-11-01",1.09429931640625
"PSFB","2052-11-01",1.09429931640625
"SYSE","2052-11-01",1.22744750976562
"SYSW","2052-11-01",1.22744750976562
"SYLM","2052-11-01",1.22744750976562
"JBAB","2052-11-01",1.53439331054688
"NRBW","2052-11-01",1.67556762695312
"MEBB","2052-11-01",1.67556762695312
"MEKB","2052-11-01",1.67556762695312
"MEPA","2052-11-01",1.67556762695312
"SWAIN","2052-11-01",1.12548828125
"OTIS","2052-12-01",1.03173828125
"CHSWRR","2052-12-01",0.6318359375
"CHSWRG","2052-12-01",0.6318359375
"PSSB","2052-12-01",0.63031005859375
"PSFB","2052-12-01",0.63031005859375
"SYSE","2052-12-01",0.589019775390625
"SYSW","2052-12-01",0.589019775390625
"SYLM","2052-12-01",0.589019775390625
"JBAB","2052-12-01",0.7021484375
"NRBW","2052-12-01",0.4736328125
"MEBB","2052-12-01",0.4736328125
"MEKB","2052-12-01",0.4736328125
"MEPA","2052-12-01",0.4736328125
"SWAIN","2052-12-01",0.41802978515625
"OTIS","2053-01-01",1.8560791015625
"CHSWRR","2053-01-01",1.8778076171875
"CHSWRG","2053-01-01",1.8778076171875
"PSSB","2053-01-01",1.5069580078125
"PSFB","2053-01-01",1.5069580078125
"SYSE","2053-01-01",1.34201049804688
"SYSW","2053-01-01",1.34201049804688
"SYLM","2053-01-01",1.34201049804688
"JBAB","2053-01-01",1.1082763671875
"NRBW","2053-01-01",1.05206298828125
"MEBB","2053-01-01",1.05206298828125
"MEKB","2053-01-01",1.05206298828125
"MEPA","2053-01-01",1.05206298828125
"SWAIN","2053-01-01",1.709228515625
"OTIS","2053-02-01",1.12106323242188
"CHSWRR","2053-02-01",0.49383544921875
"CHSWRG","2053-02-01",0.49383544921875
"PSSB","2053-02-01",0.46844482421875
"PSFB","2053-02-01",0.46844482421875
"SYSE","2053-02-01",0.191680908203125
"SYSW","2053-02-01",0.191680908203125
"SYLM","2053-02-01",0.191680908203125
"JBAB","2053-02-01",0.199981689453125
"NRBW","2053-02-01",0.074127197265625
"MEBB","2053-02-01",0.074127197265625
"MEKB","2053-02-01",0.074127197265625
"MEPA","2053-02-01",0.074127197265625
"SWAIN","2053-02-01",0.80126953125
"OTIS","2053-03-01",0.075836181640625
"CHSWRR","2053-03-01",-1.16409301757812
"CHSWRG","2053-03-01",-1.16409301757812
"PSSB","2053-03-01",-1.22073364257812
"PSFB","2053-03-01",-1.22073364257812
"SYSE","2053-03-01",-1.63552856445312
"SYSW","2053-03-01",-1.63552856445312
"SYLM","2053-03-01",-1.63552856445312
"JBAB","2053-03-01",-1.7030029296875
"NRBW","2053-03-01",-1.75588989257812
"MEBB","2053-03-01",-1.75588989257812
"MEKB","2053-03-01",-1.75588989257812
"MEPA","2053-03-01",-1.75588989257812
"SWAIN","2053-03-01",-0.311004638671875
"OTIS","2053-04-01",-0.8629150390625
"CHSWRR","2053-04-01",-2.30618286132812
"CHSWRG","2053-04-01",-2.30618286132812
"PSSB","2053-04-01",-2.51107788085938
"PSFB","2053-04-01",-2.51107788085938
"SYSE","2053-04-01",-2.80612182617188
"SYSW","2053-04-01",-2.80612182617188
"SYLM","2053-04-01",-2.80612182617188
"JBAB","2053-04-01",-3.073974609375
"NRBW","2053-04-01",-3.14801025390625
"MEBB","2053-04-01",-3.14801025390625
"MEKB","2053-04-01",-3.14801025390625
"MEPA","2053-04-01",-3.14801025390625
"SWAIN","2053-04-01",-1.34225463867188
"OTIS","2053-05-01",-1.53945922851562
"CHSWRR","2053-05-01",-2.9449462890625
"CHSWRG","2053-05-01",-2.9449462890625
"PSSB","2053-05-01",-3.22665405273438
"PSFB","2053-05-01",-3.22665405273438
"SYSE","2053-05-01",-3.44442749023438
"SYSW","2053-05-01",-3.44442749023438
"SYLM","2053-05-01",-3.44442749023438
"JBAB","2053-05-01",-3.81707763671875
"NRBW","2053-05-01",-3.98001098632812
"MEBB","2053-05-01",-3.98001098632812
"MEKB","2053-05-01",-3.98001098632812
"MEPA","2053-05-01",-3.98001098632812
"SWAIN","2053-05-01",-1.91897583007812
"OTIS","2053-06-01",-1.69580078125
"CHSWRR","2053-06-01",-2.78811645507812
"CHSWRG","2053-06-01",-2.78811645507812
"PSSB","2053-06-01",-3.070068359375
"PSFB","2053-06-01",-3.070068359375
"SYSE","2053-06-01",-3.27151489257812
"SYSW","2053-06-01",-3.27151489257812
"SYLM","2053-06-01",-3.27151489257812
"JBAB","2053-06-01",-3.771240234375
"NRBW","2053-06-01",-4.083251953125
"MEBB","2053-06-01",-4.083251953125
"MEKB","2053-06-01",-4.083251953125
"MEPA","2053-06-01",-4.083251953125
"SWAIN","2053-06-01",-2.007080078125
"OTIS","2053-07-01",-1.12509155273438
"CHSWRR","2053-07-01",-1.45211791992188
"CHSWRG","2053-07-01",-1.45211791992188
"PSSB","2053-07-01",-1.69058227539062
"PSFB","2053-07-01",-1.69058227539062
"SYSE","2053-07-01",-1.87628173828125
"SYSW","2053-07-01",-1.87628173828125
"SYLM","2053-07-01",-1.87628173828125
"JBAB","2053-07-01",-2.73373413085938
"NRBW","2053-07-01",-3.29763793945312
"MEBB","2053-07-01",-3.29763793945312
"MEKB","2053-07-01",-3.29763793945312
"MEPA","2053-07-01",-3.29763793945312
"SWAIN","2053-07-01",-1.29122924804688
"OTIS","2053-08-01",-0.27215576171875
"CHSWRR","2053-08-01",-0.615478515625
"CHSWRG","2053-08-01",-0.615478515625
"PSSB","2053-08-01",-0.87860107421875
"PSFB","2053-08-01",-0.87860107421875
"SYSE","2053-08-01",-0.98333740234375
"SYSW","2053-08-01",-0.98333740234375
"SYLM","2053-08-01",-0.98333740234375
"JBAB","2053-08-01",-1.429931640625
"NRBW","2053-08-01",-1.49496459960938
"MEBB","2053-08-01",-1.49496459960938
"MEKB","2053-08-01",-1.49496459960938
"MEPA","2053-08-01",-1.49496459960938
"SWAIN","2053-08-01",-0.47406005859375
"OTIS","2053-09-01",0.624603271484375
"CHSWRR","2053-09-01",0.37982177734375
"CHSWRG","2053-09-01",0.37982177734375
"PSSB","2053-09-01",-0.13037109375
"PSFB","2053-09-01",-0.13037109375
"SYSE","2053-09-01",-0.08251953125
"SYSW","2053-09-01",-0.08251953125
"SYLM","2053-09-01",-0.08251953125
"JBAB","2053-09-01",-0.253509521484375
"NRBW","2053-09-01",-0.04144287109375
"MEBB","2053-09-01",-0.04144287109375
"MEKB","2053-09-01",-0.04144287109375
"MEPA","2053-09-01",-0.04144287109375
"SWAIN","2053-09-01",0.388275146484375
"OTIS","2053-10-01",2.73745727539062
"CHSWRR","2053-10-01",2.53106689453125
"CHSWRG","2053-10-01",2.53106689453125
"PSSB","2053-10-01",2.37820434570312
"PSFB","2053-10-01",2.37820434570312
"SYSE","2053-10-01",2.21304321289062
"SYSW","2053-10-01",2.21304321289062
"SYLM","2053-10-01",2.21304321289062
"JBAB","2053-10-01",2.17471313476562
"NRBW","2053-10-01",2.14453125
"MEBB","2053-10-01",2.14453125
"MEKB","2053-10-01",2.14453125
"MEPA","2053-10-01",2.14453125
"SWAIN","2053-10-01",2.50753784179688
"OTIS","2053-11-01",2.5172119140625
"CHSWRR","2053-11-01",2.25128173828125
"CHSWRG","2053-11-01",2.25128173828125
"PSSB","2053-11-01",1.99948120117188
"PSFB","2053-11-01",1.99948120117188
"SYSE","2053-11-01",1.95230102539062
"SYSW","2053-11-01",1.95230102539062
"SYLM","2053-11-01",1.95230102539062
"JBAB","2053-11-01",2.06314086914062
"NRBW","2053-11-01",2.06088256835938
"MEBB","2053-11-01",2.06088256835938
"MEKB","2053-11-01",2.06088256835938
"MEPA","2053-11-01",2.06088256835938
"SWAIN","2053-11-01",2.18173217773438
"OTIS","2053-12-01",1.98318481445312
"CHSWRR","2053-12-01",1.83074951171875
"CHSWRG","2053-12-01",1.83074951171875
"PSSB","2053-12-01",1.5689697265625
"PSFB","2053-12-01",1.5689697265625
"SYSE","2053-12-01",1.65194702148438
"SYSW","2053-12-01",1.65194702148438
"SYLM","2053-12-01",1.65194702148438
"JBAB","2053-12-01",1.71090698242188
"NRBW","2053-12-01",1.43478393554688
"MEBB","2053-12-01",1.43478393554688
"MEKB","2053-12-01",1.43478393554688
"MEPA","2053-12-01",1.43478393554688
"SWAIN","2053-12-01",1.5191650390625
"OTIS","2054-01-01",1.38232421875
"CHSWRR","2054-01-01",1.38650512695312
"CHSWRG","2054-01-01",1.38650512695312
"PSSB","2054-01-01",1.45941162109375
"PSFB","2054-01-01",1.45941162109375
"SYSE","2054-01-01",1.39157104492188
"SYSW","2054-01-01",1.39157104492188
"SYLM","2054-01-01",1.39157104492188
"JBAB","2054-01-01",1.18838500976562
"NRBW","2054-01-01",1.28533935546875
"MEBB","2054-01-01",1.28533935546875
"MEKB","2054-01-01",1.28533935546875
"MEPA","2054-01-01",1.28533935546875
"SWAIN","2054-01-01",0.960784912109375
"OTIS","2054-02-01",0.70263671875
"CHSWRR","2054-02-01",-0.041259765625
"CHSWRG","2054-02-01",-0.041259765625
"PSSB","2054-02-01",-0.118621826171875
"PSFB","2054-02-01",-0.118621826171875
"SYSE","2054-02-01",-0.416473388671875
"SYSW","2054-02-01",-0.416473388671875
"SYLM","2054-02-01",-0.416473388671875
"JBAB","2054-02-01",-0.310546875
"NRBW","2054-02-01",-0.390777587890625
"MEBB","2054-02-01",-0.390777587890625
"MEKB","2054-02-01",-0.390777587890625
"MEPA","2054-02-01",-0.390777587890625
"SWAIN","2054-02-01",0.39117431640625
"OTIS","2054-03-01",-0.045440673828125
"CHSWRR","2054-03-01",-1.25753784179688
"CHSWRG","2054-03-01",-1.25753784179688
"PSSB","2054-03-01",-1.32098388671875
"PSFB","2054-03-01",-1.32098388671875
"SYSE","2054-03-01",-1.64120483398438
"SYSW","2054-03-01",-1.64120483398438
"SYLM","2054-03-01",-1.64120483398438
"JBAB","2054-03-01",-1.88397216796875
"NRBW","2054-03-01",-1.94400024414062
"MEBB","2054-03-01",-1.94400024414062
"MEKB","2054-03-01",-1.94400024414062
"MEPA","2054-03-01",-1.94400024414062
"SWAIN","2054-03-01",-0.628326416015625
"OTIS","2054-04-01",-0.925567626953125
"CHSWRR","2054-04-01",-2.19302368164062
"CHSWRG","2054-04-01",-2.19302368164062
"PSSB","2054-04-01",-2.4765625
"PSFB","2054-04-01",-2.4765625
"SYSE","2054-04-01",-2.739990234375
"SYSW","2054-04-01",-2.739990234375
"SYLM","2054-04-01",-2.739990234375
"JBAB","2054-04-01",-3.01321411132812
"NRBW","2054-04-01",-3.15567016601562
"MEBB","2054-04-01",-3.15567016601562
"MEKB","2054-04-01",-3.15567016601562
"MEPA","2054-04-01",-3.15567016601562
"SWAIN","2054-04-01",-1.548828125
"OTIS","2054-05-01",-1.47137451171875
"CHSWRR","2054-05-01",-2.42819213867188
"CHSWRG","2054-05-01",-2.42819213867188
"PSSB","2054-05-01",-2.71029663085938
"PSFB","2054-05-01",-2.71029663085938
"SYSE","2054-05-01",-2.89169311523438
"SYSW","2054-05-01",-2.89169311523438
"SYLM","2054-05-01",-2.89169311523438
"JBAB","2054-05-01",-3.58584594726562
"NRBW","2054-05-01",-3.84646606445312
"MEBB","2054-05-01",-3.84646606445312
"MEKB","2054-05-01",-3.84646606445312
"MEPA","2054-05-01",-3.84646606445312
"SWAIN","2054-05-01",-2.14599609375
"OTIS","2054-06-01",-1.448974609375
"CHSWRR","2054-06-01",-2.22283935546875
"CHSWRG","2054-06-01",-2.22283935546875
"PSSB","2054-06-01",-2.48126220703125
"PSFB","2054-06-01",-2.48126220703125
"SYSE","2054-06-01",-2.7286376953125
"SYSW","2054-06-01",-2.7286376953125
"SYLM","2054-06-01",-2.7286376953125
"JBAB","2054-06-01",-3.57708740234375
"NRBW","2054-06-01",-3.94577026367188
"MEBB","2054-06-01",-3.94577026367188
"MEKB","2054-06-01",-3.94577026367188
"MEPA","2054-06-01",-3.94577026367188
"SWAIN","2054-06-01",-1.97244262695312
"OTIS","2054-07-01",-1.1201171875
"CHSWRR","2054-07-01",-1.94873046875
"CHSWRG","2054-07-01",-1.94873046875
"PSSB","2054-07-01",-2.178466796875
"PSFB","2054-07-01",-2.178466796875
"SYSE","2054-07-01",-2.52536010742188
"SYSW","2054-07-01",-2.52536010742188
"SYLM","2054-07-01",-2.52536010742188
"JBAB","2054-07-01",-3.30670166015625
"NRBW","2054-07-01",-3.57568359375
"MEBB","2054-07-01",-3.57568359375
"MEKB","2054-07-01",-3.57568359375
"MEPA","2054-07-01",-3.57568359375
"SWAIN","2054-07-01",-1.54266357421875
"OTIS","2054-08-01",-0.360870361328125
"CHSWRR","2054-08-01",-0.770111083984375
"CHSWRG","2054-08-01",-0.770111083984375
"PSSB","2054-08-01",-0.764556884765625
"PSFB","2054-08-01",-0.764556884765625
"SYSE","2054-08-01",-0.99700927734375
"SYSW","2054-08-01",-0.99700927734375
"SYLM","2054-08-01",-0.99700927734375
"JBAB","2054-08-01",-1.59893798828125
"NRBW","2054-08-01",-1.82937622070312
"MEBB","2054-08-01",-1.82937622070312
"MEKB","2054-08-01",-1.82937622070312
"MEPA","2054-08-01",-1.82937622070312
"SWAIN","2054-08-01",-0.71844482421875
"OTIS","2054-09-01",0.727020263671875
"CHSWRR","2054-09-01",0.662139892578125
"CHSWRG","2054-09-01",0.662139892578125
"PSSB","2054-09-01",0.4229736328125
"PSFB","2054-09-01",0.4229736328125
