"site","time","SST"
"CHSWRR","2020-07-01",-3.60830688476562
"CHSWRG","2020-07-01",-3.60830688476562
"PSSB","2020-07-01",-3.5562744140625
"PSFB","2020-07-01",-3.5562744140625
"SYSE","2020-07-01",-3.84954833984375
"SYSW","2020-07-01",-3.84954833984375
"SYLM","2020-07-01",-3.84954833984375
"JBAB","2020-07-01",-4.4742431640625
"NRBW","2020-07-01",-4.549560546875
"MEBB","2020-07-01",-4.549560546875
"MEKB","2020-07-01",-4.549560546875
"MEPA","2020-07-01",-4.549560546875
"SWAIN","2020-07-01",-3.28701782226562
"OTIS","2020-08-01",-2.02877807617188
"CHSWRR","2020-08-01",-2.19256591796875
"CHSWRG","2020-08-01",-2.19256591796875
"PSSB","2020-08-01",-1.95578002929688
"PSFB","2020-08-01",-1.95578002929688
"SYSE","2020-08-01",-2.31466674804688
"SYSW","2020-08-01",-2.31466674804688
"SYLM","2020-08-01",-2.31466674804688
"JBAB","2020-08-01",-2.8348388671875
"NRBW","2020-08-01",-2.87136840820312
"MEBB","2020-08-01",-2.87136840820312
"MEKB","2020-08-01",-2.87136840820312
"MEPA","2020-08-01",-2.87136840820312
"SWAIN","2020-08-01",-2.29092407226562
"OTIS","2020-09-01",-0.940948486328125
"CHSWRR","2020-09-01",-0.910552978515625
"CHSWRG","2020-09-01",-0.910552978515625
"PSSB","2020-09-01",-0.930816650390625
"PSFB","2020-09-01",-0.930816650390625
"SYSE","2020-09-01",-1.08724975585938
"SYSW","2020-09-01",-1.08724975585938
"SYLM","2020-09-01",-1.08724975585938
"JBAB","2020-09-01",-1.39236450195312
"NRBW","2020-09-01",-1.36404418945312
"MEBB","2020-09-01",-1.36404418945312
"MEKB","2020-09-01",-1.36404418945312
"MEPA","2020-09-01",-1.36404418945312
"SWAIN","2020-09-01",-1.12045288085938
"OTIS","2020-10-01",0.2144775390625
"CHSWRR","2020-10-01",-0.298126220703125
"CHSWRG","2020-10-01",-0.298126220703125
"PSSB","2020-10-01",-0.634033203125
"PSFB","2020-10-01",-0.634033203125
"SYSE","2020-10-01",-0.509307861328125
"SYSW","2020-10-01",-0.509307861328125
"SYLM","2020-10-01",-0.509307861328125
"JBAB","2020-10-01",-0.35430908203125
"NRBW","2020-10-01",-0.20318603515625
"MEBB","2020-10-01",-0.20318603515625
"MEKB","2020-10-01",-0.20318603515625
"MEPA","2020-10-01",-0.20318603515625
"SWAIN","2020-10-01",0.036529541015625
"OTIS","2020-11-01",0.235015869140625
"CHSWRR","2020-11-01",0.042510986328125
"CHSWRG","2020-11-01",0.042510986328125
"PSSB","2020-11-01",-0.032440185546875
"PSFB","2020-11-01",-0.032440185546875
"SYSE","2020-11-01",-0.09661865234375
"SYSW","2020-11-01",-0.09661865234375
"SYLM","2020-11-01",-0.09661865234375
"JBAB","2020-11-01",0.00970458984375
"NRBW","2020-11-01",-0.07830810546875
"MEBB","2020-11-01",-0.07830810546875
"MEKB","2020-11-01",-0.07830810546875
"MEPA","2020-11-01",-0.07830810546875
"SWAIN","2020-11-01",0.062408447265625
"OTIS","2020-12-01",-0.24981689453125
"CHSWRR","2020-12-01",-0.72906494140625
"CHSWRG","2020-12-01",-0.72906494140625
"PSSB","2020-12-01",-0.897216796875
"PSFB","2020-12-01",-0.897216796875
"SYSE","2020-12-01",-0.852386474609375
"SYSW","2020-12-01",-0.852386474609375
"SYLM","2020-12-01",-0.852386474609375
"JBAB","2020-12-01",-0.697174072265625
"NRBW","2020-12-01",-0.8013916015625
"MEBB","2020-12-01",-0.8013916015625
"MEKB","2020-12-01",-0.8013916015625
"MEPA","2020-12-01",-0.8013916015625
"SWAIN","2020-12-01",-0.339019775390625
"OTIS","2021-01-01",0.498565673828125
"CHSWRR","2021-01-01",0.036834716796875
"CHSWRG","2021-01-01",0.036834716796875
"PSSB","2021-01-01",-0.1806640625
"PSFB","2021-01-01",-0.1806640625
"SYSE","2021-01-01",-0.292327880859375
"SYSW","2021-01-01",-0.292327880859375
"SYLM","2021-01-01",-0.292327880859375
"JBAB","2021-01-01",-0.3212890625
"NRBW","2021-01-01",-0.41546630859375
"MEBB","2021-01-01",-0.41546630859375
"MEKB","2021-01-01",-0.41546630859375
"MEPA","2021-01-01",-0.41546630859375
"SWAIN","2021-01-01",0.339996337890625
"OTIS","2021-02-01",0.010589599609375
"CHSWRR","2021-02-01",-1.03558349609375
"CHSWRG","2021-02-01",-1.03558349609375
"PSSB","2021-02-01",-1.28375244140625
"PSFB","2021-02-01",-1.28375244140625
"SYSE","2021-02-01",-1.28265380859375
"SYSW","2021-02-01",-1.28265380859375
"SYLM","2021-02-01",-1.28265380859375
"JBAB","2021-02-01",-1.26934814453125
"NRBW","2021-02-01",-1.56732177734375
"MEBB","2021-02-01",-1.56732177734375
"MEKB","2021-02-01",-1.56732177734375
"MEPA","2021-02-01",-1.56732177734375
"SWAIN","2021-02-01",-0.471527099609375
"OTIS","2021-03-01",-0.800079345703125
"CHSWRR","2021-03-01",-2.23977661132812
"CHSWRG","2021-03-01",-2.23977661132812
"PSSB","2021-03-01",-2.38751220703125
"PSFB","2021-03-01",-2.38751220703125
"SYSE","2021-03-01",-2.4580078125
"SYSW","2021-03-01",-2.4580078125
"SYLM","2021-03-01",-2.4580078125
"JBAB","2021-03-01",-2.40936279296875
"NRBW","2021-03-01",-2.64968872070312
"MEBB","2021-03-01",-2.64968872070312
"MEKB","2021-03-01",-2.64968872070312
"MEPA","2021-03-01",-2.64968872070312
"SWAIN","2021-03-01",-1.45468139648438
"OTIS","2021-04-01",-1.63449096679688
"CHSWRR","2021-04-01",-2.94390869140625
"CHSWRG","2021-04-01",-2.94390869140625
"PSSB","2021-04-01",-3.0562744140625
"PSFB","2021-04-01",-3.0562744140625
"SYSE","2021-04-01",-3.26007080078125
"SYSW","2021-04-01",-3.26007080078125
"SYLM","2021-04-01",-3.26007080078125
"JBAB","2021-04-01",-3.24221801757812
"NRBW","2021-04-01",-3.57330322265625
"MEBB","2021-04-01",-3.57330322265625
"MEKB","2021-04-01",-3.57330322265625
"MEPA","2021-04-01",-3.57330322265625
"SWAIN","2021-04-01",-2.36764526367188
"OTIS","2021-05-01",-2.14901733398438
"CHSWRR","2021-05-01",-3.65087890625
"CHSWRG","2021-05-01",-3.65087890625
"PSSB","2021-05-01",-3.82342529296875
"PSFB","2021-05-01",-3.82342529296875
"SYSE","2021-05-01",-4.10263061523438
"SYSW","2021-05-01",-4.10263061523438
"SYLM","2021-05-01",-4.10263061523438
"JBAB","2021-05-01",-4.10284423828125
"NRBW","2021-05-01",-4.32058715820312
"MEBB","2021-05-01",-4.32058715820312
"MEKB","2021-05-01",-4.32058715820312
"MEPA","2021-05-01",-4.32058715820312
"SWAIN","2021-05-01",-2.82815551757812
"OTIS","2021-06-01",-2.4403076171875
"CHSWRR","2021-06-01",-3.61553955078125
"CHSWRG","2021-06-01",-3.61553955078125
"PSSB","2021-06-01",-3.7874755859375
"PSFB","2021-06-01",-3.7874755859375
"SYSE","2021-06-01",-4.09231567382812
"SYSW","2021-06-01",-4.09231567382812
"SYLM","2021-06-01",-4.09231567382812
"JBAB","2021-06-01",-4.33883666992188
"NRBW","2021-06-01",-4.39675903320312
"MEBB","2021-06-01",-4.39675903320312
"MEKB","2021-06-01",-4.39675903320312
"MEPA","2021-06-01",-4.39675903320312
"SWAIN","2021-06-01",-2.91412353515625
"OTIS","2021-07-01",-2.34979248046875
"CHSWRR","2021-07-01",-3.0048828125
"CHSWRG","2021-07-01",-3.0048828125
"PSSB","2021-07-01",-3.01138305664062
"PSFB","2021-07-01",-3.01138305664062
"SYSE","2021-07-01",-3.15884399414062
"SYSW","2021-07-01",-3.15884399414062
"SYLM","2021-07-01",-3.15884399414062
"JBAB","2021-07-01",-3.35440063476562
"NRBW","2021-07-01",-3.15673828125
"MEBB","2021-07-01",-3.15673828125
"MEKB","2021-07-01",-3.15673828125
"MEPA","2021-07-01",-3.15673828125
"SWAIN","2021-07-01",-2.68844604492188
"OTIS","2021-08-01",-1.65994262695312
"CHSWRR","2021-08-01",-2.23141479492188
"CHSWRG","2021-08-01",-2.23141479492188
"PSSB","2021-08-01",-2.38803100585938
"PSFB","2021-08-01",-2.38803100585938
"SYSE","2021-08-01",-2.48919677734375
"SYSW","2021-08-01",-2.48919677734375
"SYLM","2021-08-01",-2.48919677734375
"JBAB","2021-08-01",-2.71240234375
"NRBW","2021-08-01",-2.5228271484375
"MEBB","2021-08-01",-2.5228271484375
"MEKB","2021-08-01",-2.5228271484375
"MEPA","2021-08-01",-2.5228271484375
"SWAIN","2021-08-01",-1.8038330078125
"OTIS","2021-09-01",-0.26422119140625
"CHSWRR","2021-09-01",-0.833892822265625
"CHSWRG","2021-09-01",-0.833892822265625
"PSSB","2021-09-01",-0.920928955078125
"PSFB","2021-09-01",-0.920928955078125
"SYSE","2021-09-01",-1.07412719726562
"SYSW","2021-09-01",-1.07412719726562
"SYLM","2021-09-01",-1.07412719726562
"JBAB","2021-09-01",-1.2120361328125
"NRBW","2021-09-01",-1.03848266601562
"MEBB","2021-09-01",-1.03848266601562
"MEKB","2021-09-01",-1.03848266601562
"MEPA","2021-09-01",-1.03848266601562
"SWAIN","2021-09-01",-0.3612060546875
"OTIS","2021-10-01",1.092041015625
"CHSWRR","2021-10-01",0.3026123046875
"CHSWRG","2021-10-01",0.3026123046875
"PSSB","2021-10-01",-0.045257568359375
"PSFB","2021-10-01",-0.045257568359375
"SYSE","2021-10-01",-0.03436279296875
"SYSW","2021-10-01",-0.03436279296875
"SYLM","2021-10-01",-0.03436279296875
"JBAB","2021-10-01",0.053070068359375
"NRBW","2021-10-01",0.127960205078125
"MEBB","2021-10-01",0.127960205078125
"MEKB","2021-10-01",0.127960205078125
"MEPA","2021-10-01",0.127960205078125
"SWAIN","2021-10-01",0.920318603515625
"OTIS","2021-11-01",1.1346435546875
"CHSWRR","2021-11-01",0.285552978515625
"CHSWRG","2021-11-01",0.285552978515625
"PSSB","2021-11-01",-0.134490966796875
"PSFB","2021-11-01",-0.134490966796875
"SYSE","2021-11-01",-0.069122314453125
"SYSW","2021-11-01",-0.069122314453125
"SYLM","2021-11-01",-0.069122314453125
"JBAB","2021-11-01",0.000457763671875
"NRBW","2021-11-01",-0.15704345703125
"MEBB","2021-11-01",-0.15704345703125
"MEKB","2021-11-01",-0.15704345703125
"MEPA","2021-11-01",-0.15704345703125
"SWAIN","2021-11-01",0.95697021484375
"OTIS","2021-12-01",0.61883544921875
"CHSWRR","2021-12-01",-0.1446533203125
"CHSWRG","2021-12-01",-0.1446533203125
"PSSB","2021-12-01",-0.470001220703125
"PSFB","2021-12-01",-0.470001220703125
"SYSE","2021-12-01",-0.423583984375
"SYSW","2021-12-01",-0.423583984375
"SYLM","2021-12-01",-0.423583984375
"JBAB","2021-12-01",-0.46136474609375
"NRBW","2021-12-01",-0.66387939453125
"MEBB","2021-12-01",-0.66387939453125
"MEKB","2021-12-01",-0.66387939453125
"MEPA","2021-12-01",-0.66387939453125
"SWAIN","2021-12-01",0.31500244140625
"OTIS","2022-01-01",0.380859375
"CHSWRR","2022-01-01",-0.071929931640625
"CHSWRG","2022-01-01",-0.071929931640625
"PSSB","2022-01-01",-0.185638427734375
"PSFB","2022-01-01",-0.185638427734375
"SYSE","2022-01-01",-0.205169677734375
"SYSW","2022-01-01",-0.205169677734375
"SYLM","2022-01-01",-0.205169677734375
"JBAB","2022-01-01",-0.287841796875
"NRBW","2022-01-01",0.010345458984375
"MEBB","2022-01-01",0.010345458984375
"MEKB","2022-01-01",0.010345458984375
"MEPA","2022-01-01",0.010345458984375
"SWAIN","2022-01-01",0.112274169921875
"OTIS","2022-02-01",-0.377685546875
"CHSWRR","2022-02-01",-1.30496215820312
"CHSWRG","2022-02-01",-1.30496215820312
"PSSB","2022-02-01",-1.146240234375
"PSFB","2022-02-01",-1.146240234375
"SYSE","2022-02-01",-1.41580200195312
"SYSW","2022-02-01",-1.41580200195312
"SYLM","2022-02-01",-1.41580200195312
"JBAB","2022-02-01",-1.45370483398438
"NRBW","2022-02-01",-1.73809814453125
"MEBB","2022-02-01",-1.73809814453125
"MEKB","2022-02-01",-1.73809814453125
"MEPA","2022-02-01",-1.73809814453125
"SWAIN","2022-02-01",-1.36764526367188
"OTIS","2022-03-01",-1.2852783203125
"CHSWRR","2022-03-01",-3.061279296875
"CHSWRG","2022-03-01",-3.061279296875
"PSSB","2022-03-01",-2.95138549804688
"PSFB","2022-03-01",-2.95138549804688
"SYSE","2022-03-01",-3.28546142578125
"SYSW","2022-03-01",-3.28546142578125
"SYLM","2022-03-01",-3.28546142578125
"JBAB","2022-03-01",-3.16998291015625
"NRBW","2022-03-01",-3.39007568359375
"MEBB","2022-03-01",-3.39007568359375
"MEKB","2022-03-01",-3.39007568359375
"MEPA","2022-03-01",-3.39007568359375
"SWAIN","2022-03-01",-2.16915893554688
"OTIS","2022-04-01",-2.40582275390625
"CHSWRR","2022-04-01",-4.26898193359375
"CHSWRG","2022-04-01",-4.26898193359375
"PSSB","2022-04-01",-4.32638549804688
"PSFB","2022-04-01",-4.32638549804688
"SYSE","2022-04-01",-4.45468139648438
"SYSW","2022-04-01",-4.45468139648438
"SYLM","2022-04-01",-4.45468139648438
"JBAB","2022-04-01",-4.52047729492188
"NRBW","2022-04-01",-4.55728149414062
"MEBB","2022-04-01",-4.55728149414062
"MEKB","2022-04-01",-4.55728149414062
"MEPA","2022-04-01",-4.55728149414062
"SWAIN","2022-04-01",-3.16943359375
"OTIS","2022-05-01",-3.16366577148438
"CHSWRR","2022-05-01",-4.78607177734375
"CHSWRG","2022-05-01",-4.78607177734375
"PSSB","2022-05-01",-4.87478637695312
"PSFB","2022-05-01",-4.87478637695312
"SYSE","2022-05-01",-4.937255859375
"SYSW","2022-05-01",-4.937255859375
"SYLM","2022-05-01",-4.937255859375
"JBAB","2022-05-01",-5.14663696289062
"NRBW","2022-05-01",-5.22073364257812
"MEBB","2022-05-01",-5.22073364257812
"MEKB","2022-05-01",-5.22073364257812
"MEPA","2022-05-01",-5.22073364257812
"SWAIN","2022-05-01",-3.901611328125
"OTIS","2022-06-01",-3.24288940429688
"CHSWRR","2022-06-01",-4.50918579101562
"CHSWRG","2022-06-01",-4.50918579101562
"PSSB","2022-06-01",-4.68551635742188
"PSFB","2022-06-01",-4.68551635742188
"SYSE","2022-06-01",-4.84210205078125
"SYSW","2022-06-01",-4.84210205078125
"SYLM","2022-06-01",-4.84210205078125
"JBAB","2022-06-01",-5.18283081054688
"NRBW","2022-06-01",-5.40145874023438
"MEBB","2022-06-01",-5.40145874023438
"MEKB","2022-06-01",-5.40145874023438
"MEPA","2022-06-01",-5.40145874023438
"SWAIN","2022-06-01",-3.80902099609375
"OTIS","2022-07-01",-2.85256958007812
"CHSWRR","2022-07-01",-3.38812255859375
"CHSWRG","2022-07-01",-3.38812255859375
"PSSB","2022-07-01",-3.41830444335938
"PSFB","2022-07-01",-3.41830444335938
"SYSE","2022-07-01",-3.78945922851562
"SYSW","2022-07-01",-3.78945922851562
"SYLM","2022-07-01",-3.78945922851562
"JBAB","2022-07-01",-4.3919677734375
"NRBW","2022-07-01",-4.69610595703125
"MEBB","2022-07-01",-4.69610595703125
"MEKB","2022-07-01",-4.69610595703125
"MEPA","2022-07-01",-4.69610595703125
"SWAIN","2022-07-01",-3.19509887695312
"OTIS","2022-08-01",-2.15386962890625
"CHSWRR","2022-08-01",-2.29034423828125
"CHSWRG","2022-08-01",-2.29034423828125
"PSSB","2022-08-01",-2.0635986328125
"PSFB","2022-08-01",-2.0635986328125
"SYSE","2022-08-01",-2.37799072265625
"SYSW","2022-08-01",-2.37799072265625
"SYLM","2022-08-01",-2.37799072265625
"JBAB","2022-08-01",-2.9288330078125
"NRBW","2022-08-01",-2.89999389648438
"MEBB","2022-08-01",-2.89999389648438
"MEKB","2022-08-01",-2.89999389648438
"MEPA","2022-08-01",-2.89999389648438
"SWAIN","2022-08-01",-2.424072265625
"OTIS","2022-09-01",-0.9788818359375
"CHSWRR","2022-09-01",-1.56048583984375
"CHSWRG","2022-09-01",-1.56048583984375
"PSSB","2022-09-01",-1.74603271484375
"PSFB","2022-09-01",-1.74603271484375
"SYSE","2022-09-01",-1.77337646484375
"SYSW","2022-09-01",-1.77337646484375
"SYLM","2022-09-01",-1.77337646484375
"JBAB","2022-09-01",-2.08535766601562
"NRBW","2022-09-01",-1.70016479492188
"MEBB","2022-09-01",-1.70016479492188
"MEKB","2022-09-01",-1.70016479492188
"MEPA","2022-09-01",-1.70016479492188
"SWAIN","2022-09-01",-1.03811645507812
"OTIS","2022-10-01",0.772796630859375
"CHSWRR","2022-10-01",0.518402099609375
"CHSWRG","2022-10-01",0.518402099609375
"PSSB","2022-10-01",0.136138916015625
"PSFB","2022-10-01",0.136138916015625
"SYSE","2022-10-01",0.0645751953125
"SYSW","2022-10-01",0.0645751953125
"SYLM","2022-10-01",0.0645751953125
"JBAB","2022-10-01",0.148712158203125
"NRBW","2022-10-01",0.3280029296875
"MEBB","2022-10-01",0.3280029296875
"MEKB","2022-10-01",0.3280029296875
"MEPA","2022-10-01",0.3280029296875
"SWAIN","2022-10-01",0.424957275390625
"OTIS","2022-11-01",1.26718139648438
"CHSWRR","2022-11-01",0.7828369140625
"CHSWRG","2022-11-01",0.7828369140625
"PSSB","2022-11-01",0.152801513671875
"PSFB","2022-11-01",0.152801513671875
"SYSE","2022-11-01",0.208770751953125
"SYSW","2022-11-01",0.208770751953125
"SYLM","2022-11-01",0.208770751953125
"JBAB","2022-11-01",-0.04083251953125
"NRBW","2022-11-01",-0.081085205078125
"MEBB","2022-11-01",-0.081085205078125
"MEKB","2022-11-01",-0.081085205078125
"MEPA","2022-11-01",-0.081085205078125
"SWAIN","2022-11-01",0.934051513671875
"OTIS","2022-12-01",0.43487548828125
"CHSWRR","2022-12-01",0.088775634765625
"CHSWRG","2022-12-01",0.088775634765625
"PSSB","2022-12-01",-0.04034423828125
"PSFB","2022-12-01",-0.04034423828125
"SYSE","2022-12-01",-0.047760009765625
"SYSW","2022-12-01",-0.047760009765625
"SYLM","2022-12-01",-0.047760009765625
"JBAB","2022-12-01",-0.299835205078125
"NRBW","2022-12-01",-0.47161865234375
"MEBB","2022-12-01",-0.47161865234375
"MEKB","2022-12-01",-0.47161865234375
"MEPA","2022-12-01",-0.47161865234375
"SWAIN","2022-12-01",-0.188690185546875
"OTIS","2023-01-01",0.135009765625
"CHSWRR","2023-01-01",-0.5897216796875
"CHSWRG","2023-01-01",-0.5897216796875
"PSSB","2023-01-01",-0.59075927734375
"PSFB","2023-01-01",-0.59075927734375
"SYSE","2023-01-01",-0.668701171875
"SYSW","2023-01-01",-0.668701171875
"SYLM","2023-01-01",-0.668701171875
"JBAB","2023-01-01",-0.801666259765625
"NRBW","2023-01-01",-0.5396728515625
"MEBB","2023-01-01",-0.5396728515625
"MEKB","2023-01-01",-0.5396728515625
"MEPA","2023-01-01",-0.5396728515625
"SWAIN","2023-01-01",0.001983642578125
"OTIS","2023-02-01",-0.511932373046875
"CHSWRR","2023-02-01",-1.6085205078125
"CHSWRG","2023-02-01",-1.6085205078125
"PSSB","2023-02-01",-1.62777709960938
"PSFB","2023-02-01",-1.62777709960938
"SYSE","2023-02-01",-1.68374633789062
"SYSW","2023-02-01",-1.68374633789062
"SYLM","2023-02-01",-1.68374633789062
"JBAB","2023-02-01",-1.5382080078125
"NRBW","2023-02-01",-1.67977905273438
"MEBB","2023-02-01",-1.67977905273438
"MEKB","2023-02-01",-1.67977905273438
"MEPA","2023-02-01",-1.67977905273438
"SWAIN","2023-02-01",-1.08822631835938
"OTIS","2023-03-01",-1.33206176757812
"CHSWRR","2023-03-01",-2.77902221679688
"CHSWRG","2023-03-01",-2.77902221679688
"PSSB","2023-03-01",-2.70831298828125
"PSFB","2023-03-01",-2.70831298828125
"SYSE","2023-03-01",-2.87881469726562
"SYSW","2023-03-01",-2.87881469726562
"SYLM","2023-03-01",-2.87881469726562
"JBAB","2023-03-01",-2.71005249023438
"NRBW","2023-03-01",-2.91156005859375
"MEBB","2023-03-01",-2.91156005859375
"MEKB","2023-03-01",-2.91156005859375
"MEPA","2023-03-01",-2.91156005859375
"SWAIN","2023-03-01",-2.1173095703125
"OTIS","2023-04-01",-2.35366821289062
"CHSWRR","2023-04-01",-3.99151611328125
"CHSWRG","2023-04-01",-3.99151611328125
"PSSB","2023-04-01",-3.91354370117188
"PSFB","2023-04-01",-3.91354370117188
"SYSE","2023-04-01",-4.09320068359375
"SYSW","2023-04-01",-4.09320068359375
"SYLM","2023-04-01",-4.09320068359375
"JBAB","2023-04-01",-3.85848999023438
"NRBW","2023-04-01",-4.0614013671875
"MEBB","2023-04-01",-4.0614013671875
"MEKB","2023-04-01",-4.0614013671875
"MEPA","2023-04-01",-4.0614013671875
"SWAIN","2023-04-01",-3.12210083007812
"OTIS","2023-05-01",-3.10955810546875
"CHSWRR","2023-05-01",-4.63827514648438
"CHSWRG","2023-05-01",-4.63827514648438
"PSSB","2023-05-01",-4.61297607421875
"PSFB","2023-05-01",-4.61297607421875
"SYSE","2023-05-01",-4.6466064453125
"SYSW","2023-05-01",-4.6466064453125
"SYLM","2023-05-01",-4.6466064453125
"JBAB","2023-05-01",-4.64511108398438
"NRBW","2023-05-01",-4.84527587890625
"MEBB","2023-05-01",-4.84527587890625
"MEKB","2023-05-01",-4.84527587890625
"MEPA","2023-05-01",-4.84527587890625
"SWAIN","2023-05-01",-3.89083862304688
"OTIS","2023-06-01",-3.19369506835938
"CHSWRR","2023-06-01",-4.605224609375
"CHSWRG","2023-06-01",-4.605224609375
"PSSB","2023-06-01",-4.47854614257812
"PSFB","2023-06-01",-4.47854614257812
"SYSE","2023-06-01",-4.60476684570312
"SYSW","2023-06-01",-4.60476684570312
"SYLM","2023-06-01",-4.60476684570312
"JBAB","2023-06-01",-4.69491577148438
"NRBW","2023-06-01",-4.88079833984375
"MEBB","2023-06-01",-4.88079833984375
"MEKB","2023-06-01",-4.88079833984375
"MEPA","2023-06-01",-4.88079833984375
"SWAIN","2023-06-01",-4.00634765625
"OTIS","2023-07-01",-2.93521118164062
"CHSWRR","2023-07-01",-3.4791259765625
"CHSWRG","2023-07-01",-3.4791259765625
"PSSB","2023-07-01",-3.343017578125
"PSFB","2023-07-01",-3.343017578125
"SYSE","2023-07-01",-3.56887817382812
"SYSW","2023-07-01",-3.56887817382812
"SYLM","2023-07-01",-3.56887817382812
"JBAB","2023-07-01",-3.82354736328125
"NRBW","2023-07-01",-4.13003540039062
"MEBB","2023-07-01",-4.13003540039062
"MEKB","2023-07-01",-4.13003540039062
"MEPA","2023-07-01",-4.13003540039062
"SWAIN","2023-07-01",-3.6512451171875
"OTIS","2023-08-01",-2.36944580078125
"CHSWRR","2023-08-01",-2.792724609375
"CHSWRG","2023-08-01",-2.792724609375
"PSSB","2023-08-01",-2.25762939453125
"PSFB","2023-08-01",-2.25762939453125
"SYSE","2023-08-01",-2.42446899414062
"SYSW","2023-08-01",-2.42446899414062
"SYLM","2023-08-01",-2.42446899414062
"JBAB","2023-08-01",-2.43063354492188
"NRBW","2023-08-01",-2.33419799804688
"MEBB","2023-08-01",-2.33419799804688
"MEKB","2023-08-01",-2.33419799804688
"MEPA","2023-08-01",-2.33419799804688
"SWAIN","2023-08-01",-2.77517700195312
"OTIS","2023-09-01",-1.2626953125
"CHSWRR","2023-09-01",-0.8438720703125
"CHSWRG","2023-09-01",-0.8438720703125
"PSSB","2023-09-01",-0.701141357421875
"PSFB","2023-09-01",-0.701141357421875
"SYSE","2023-09-01",-0.846099853515625
"SYSW","2023-09-01",-0.846099853515625
"SYLM","2023-09-01",-0.846099853515625
"JBAB","2023-09-01",-1.04052734375
"NRBW","2023-09-01",-0.604827880859375
"MEBB","2023-09-01",-0.604827880859375
"MEKB","2023-09-01",-0.604827880859375
"MEPA","2023-09-01",-0.604827880859375
"SWAIN","2023-09-01",-1.5469970703125
"OTIS","2023-10-01",0.959197998046875
"CHSWRR","2023-10-01",0.40643310546875
"CHSWRG","2023-10-01",0.40643310546875
"PSSB","2023-10-01",0.272674560546875
"PSFB","2023-10-01",0.272674560546875
"SYSE","2023-10-01",0.105377197265625
"SYSW","2023-10-01",0.105377197265625
"SYLM","2023-10-01",0.105377197265625
"JBAB","2023-10-01",0.1007080078125
"NRBW","2023-10-01",0.3798828125
"MEBB","2023-10-01",0.3798828125
"MEKB","2023-10-01",0.3798828125
"MEPA","2023-10-01",0.3798828125
"SWAIN","2023-10-01",0.616851806640625
"OTIS","2023-11-01",1.01153564453125
"CHSWRR","2023-11-01",0.294097900390625
"CHSWRG","2023-11-01",0.294097900390625
"PSSB","2023-11-01",-0.0023193359375
"PSFB","2023-11-01",-0.0023193359375
"SYSE","2023-11-01",0.00543212890625
"SYSW","2023-11-01",0.00543212890625
"SYLM","2023-11-01",0.00543212890625
"JBAB","2023-11-01",0.103179931640625
"NRBW","2023-11-01",0.132476806640625
"MEBB","2023-11-01",0.132476806640625
"MEKB","2023-11-01",0.132476806640625
"MEPA","2023-11-01",0.132476806640625
"SWAIN","2023-11-01",0.639007568359375
"OTIS","2023-12-01",0.362335205078125
"CHSWRR","2023-12-01",-0.49139404296875
"CHSWRG","2023-12-01",-0.49139404296875
"PSSB","2023-12-01",-0.643798828125
"PSFB","2023-12-01",-0.643798828125
"SYSE","2023-12-01",-0.5870361328125
"SYSW","2023-12-01",-0.5870361328125
"SYLM","2023-12-01",-0.5870361328125
"JBAB","2023-12-01",-0.488616943359375
"NRBW","2023-12-01",-0.66607666015625
"MEBB","2023-12-01",-0.66607666015625
"MEKB","2023-12-01",-0.66607666015625
"MEPA","2023-12-01",-0.66607666015625
"SWAIN","2023-12-01",-0.00067138671875
"OTIS","2024-01-01",-0.2496337890625
"CHSWRR","2024-01-01",-0.14031982421875
"CHSWRG","2024-01-01",-0.14031982421875
"PSSB","2024-01-01",-0.204376220703125
"PSFB","2024-01-01",-0.204376220703125
"SYSE","2024-01-01",-0.279449462890625
"SYSW","2024-01-01",-0.279449462890625
"SYLM","2024-01-01",-0.279449462890625
"JBAB","2024-01-01",-0.172393798828125
"NRBW","2024-01-01",0.437255859375
"MEBB","2024-01-01",0.437255859375
"MEKB","2024-01-01",0.437255859375
"MEPA","2024-01-01",0.437255859375
"SWAIN","2024-01-01",-0.593963623046875
"OTIS","2024-02-01",-0.40966796875
"CHSWRR","2024-02-01",-1.68603515625
"CHSWRG","2024-02-01",-1.68603515625
"PSSB","2024-02-01",-1.55087280273438
"PSFB","2024-02-01",-1.55087280273438
"SYSE","2024-02-01",-1.73733520507812
"SYSW","2024-02-01",-1.73733520507812
"SYLM","2024-02-01",-1.73733520507812
"JBAB","2024-02-01",-1.4591064453125
"NRBW","2024-02-01",-1.43435668945312
"MEBB","2024-02-01",-1.43435668945312
"MEKB","2024-02-01",-1.43435668945312
"MEPA","2024-02-01",-1.43435668945312
"SWAIN","2024-02-01",-1.10433959960938
"OTIS","2024-03-01",-1.20700073242188
"CHSWRR","2024-03-01",-2.801025390625
"CHSWRG","2024-03-01",-2.801025390625
"PSSB","2024-03-01",-2.68154907226562
"PSFB","2024-03-01",-2.68154907226562
"SYSE","2024-03-01",-2.87728881835938
"SYSW","2024-03-01",-2.87728881835938
"SYLM","2024-03-01",-2.87728881835938
"JBAB","2024-03-01",-2.692626953125
"NRBW","2024-03-01",-2.73568725585938
"MEBB","2024-03-01",-2.73568725585938
"MEKB","2024-03-01",-2.73568725585938
"MEPA","2024-03-01",-2.73568725585938
"SWAIN","2024-03-01",-2.05548095703125
"OTIS","2024-04-01",-2.31674194335938
"CHSWRR","2024-04-01",-4.24945068359375
"CHSWRG","2024-04-01",-4.24945068359375
